strategyName,parameters,windowCount,avgTrainReturn,avgTestReturn,medianTestReturn,executedTradeCount,signalCount,ghostSignalCount,avgTurnover,grossReturn,netReturn,feePaid,slippagePaid,bootstrapPassRate,randomPassRate,averageFoldTradeCount,neighborPositiveRate,passesSufficiency,passesPerformance,passesRobustness,promotionEligible
"relative-breakout-rotation","{""breakoutLookback"":20,""strengthFloor"":0.6,""maxExtensionAtr"":1.2,""trailAtrMult"":1.8}",3,-0.003503078212290071,0.001683363882156244,0.002525045823234366,2,2,2,0.3350176226518364,0.0021408266402417795,0.001683363882156244,502.52643397775455,869.8618402788395,0,0,0.6666666666666666,0.375,false,true,false,false
"relative-breakout-rotation","{""breakoutLookback"":20,""strengthFloor"":0.6,""maxExtensionAtr"":1.2,""trailAtrMult"":2.2}",3,-0.003503078212290071,0.001683363882156244,0.002525045823234366,2,2,2,0.3350176226518364,0.0021408266402417795,0.001683363882156244,502.52643397775455,869.8618402788395,0,0,0.6666666666666666,0.375,false,true,false,false
"relative-breakout-rotation","{""breakoutLookback"":20,""strengthFloor"":0.6,""maxExtensionAtr"":1.2,""trailAtrMult"":2.6}",3,-0.003503078212290071,0.001683363882156244,0.002525045823234366,2,2,2,0.3350176226518364,0.0021408266402417795,0.001683363882156244,502.52643397775455,869.8618402788395,0,0,0.6666666666666666,0.375,false,true,false,false
"relative-breakout-rotation","{""breakoutLookback"":10,""strengthFloor"":0.6,""maxExtensionAtr"":1.2,""trailAtrMult"":1.8}",3,-0.007051050424356945,0.0005192871766198271,0,5,5,5,0.8340952843768824,0.002050835494835473,0.0005192871766198271,1251.1429265653237,3343.5020280815233,0,0,1.6666666666666667,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":10,""strengthFloor"":0.6,""maxExtensionAtr"":1.2,""trailAtrMult"":2.2}",3,-0.00835073895427247,0.0005192871766198271,0,5,5,5,0.8340952843768824,0.002050835494835473,0.0005192871766198271,1251.1429265653237,3343.5020280815233,0,0,1.6666666666666667,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":10,""strengthFloor"":0.6,""maxExtensionAtr"":1.2,""trailAtrMult"":2.6}",3,-0.00835073895427247,0.0005192871766198271,0,5,5,5,0.8340952843768824,0.002050835494835473,0.0005192871766198271,1251.1429265653237,3343.5020280815233,0,0,1.6666666666666667,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":20,""strengthFloor"":0.8,""maxExtensionAtr"":1.6,""trailAtrMult"":1.8}",3,-0.02368044533123041,0.0009975916550702725,0,1,1,1,0.16766479903376422,0.0012704190108355057,0.0009975916550702725,251.49719855064635,566.9848687451387,0,0,0.3333333333333333,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":20,""strengthFloor"":0.8,""maxExtensionAtr"":1.6,""trailAtrMult"":2.2}",3,-0.02368044533123041,0.0009975916550702725,0,1,1,1,0.16766479903376422,0.0012704190108355057,0.0009975916550702725,251.49719855064635,566.9848687451387,0,0,0.3333333333333333,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":20,""strengthFloor"":0.8,""maxExtensionAtr"":1.6,""trailAtrMult"":2.6}",3,-0.02368044533123041,0.0009975916550702725,0,1,1,1,0.16766479903376422,0.0012704190108355057,0.0009975916550702725,251.49719855064635,566.9848687451387,0,0,0.3333333333333333,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":30,""strengthFloor"":0.8,""maxExtensionAtr"":1.6,""trailAtrMult"":1.8}",3,-0.018024118541198668,0.0009975916550702725,0,1,1,1,0.16766479903376422,0.0012704190108355057,0.0009975916550702725,251.49719855064635,566.9848687451387,0,0,0.3333333333333333,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":30,""strengthFloor"":0.8,""maxExtensionAtr"":1.6,""trailAtrMult"":2.2}",3,-0.018024118541198668,0.0009975916550702725,0,1,1,1,0.16766479903376422,0.0012704190108355057,0.0009975916550702725,251.49719855064635,566.9848687451387,0,0,0.3333333333333333,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":30,""strengthFloor"":0.8,""maxExtensionAtr"":1.6,""trailAtrMult"":2.6}",3,-0.018024118541198668,0.0009975916550702725,0,1,1,1,0.16766479903376422,0.0012704190108355057,0.0009975916550702725,251.49719855064635,566.9848687451387,0,0,0.3333333333333333,0.375,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":10,""strengthFloor"":0.7,""maxExtensionAtr"":1.2,""trailAtrMult"":1.8}",3,-0.007051050424356945,-0.001649562246844677,0,2,2,2,0.33149005297309403,-0.0009185595161671128,-0.001649562246844677,497.2350794596411,1695.7731125730734,0,0,0.6666666666666666,0.125,false,false,false,false
"relative-breakout-rotation","{""breakoutLookback"":10,""strengthFloor"":0.7,""maxExtensionAtr"":1.2,""trailAtrMult"":2.2}",3,-0.00835073895427247,-0.001649562246844677,0,2,2,2,0.33149005297309403,-0.0009185595161671128,-0.001649562246844677,497.2350794596411,1695.7731125730734,0,0,0.6666666666666666,0.125,false,false,false,false
